instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,liability_category,is_monetary,priority_level,data_source,version
OTHER_LIAB_00001443,other_liability,60303,375641.10741078295,USD,2024-12-27,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001444,other_liability,60303,25300992.882540718,RUB,2024-11-03,2026-07-15,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001445,other_liability,60401,2419956.0880379993,RUB,2024-12-23,2025-06-29,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001446,other_liability,60302,348811.57742259494,RUB,2024-12-16,2025-02-15,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001447,other_liability,60302,110882458.24199636,RUB,2024-11-22,2025-08-03,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001448,other_liability,60303,230994.14895939993,RUB,2024-12-25,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001449,other_liability,60302,1294049.4313628995,RUB,2024-12-30,2025-03-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001450,other_liability,60303,7348782.494564073,RUB,2024-08-18,2026-01-14,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001451,other_liability,60303,8668482.808130732,RUB,2024-07-10,2026-07-06,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001452,other_liability,60303,1278710.3806491683,RUB,2024-12-29,2025-01-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001453,other_liability,60303,1721882.1460154378,RUB,2024-12-25,2025-01-15,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001454,other_liability,60303,16337110.989371626,RUB,2024-12-30,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001455,other_liability,60302,339051046.14861333,RUB,2024-11-19,2025-12-29,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001456,other_liability,60401,622654.4203312352,RUB,2024-12-30,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001457,other_liability,60302,4338503.295819565,RUB,2024-12-24,2025-03-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001458,other_liability,60302,13632693.615125775,RUB,2024-12-31,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001459,other_liability,60303,1230376.720006787,RUB,2024-12-29,2025-09-08,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001460,other_liability,60302,42305072.967603706,RUB,2024-12-17,2025-02-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001461,other_liability,60401,1579442.4868282326,RUB,2024-07-11,2026-03-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001462,other_liability,60401,163238.46566895425,RUB,2024-12-24,2025-03-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001463,other_liability,60401,94314.9855768602,RUB,2024-12-27,2025-01-21,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001464,other_liability,60401,97588.40443579147,RUB,2024-12-18,2025-02-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001465,other_liability,60401,50808.32078267249,RUB,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001466,other_liability,60303,184516.87160263516,RUB,2024-12-28,2025-03-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001467,other_liability,60303,3674647.1361879874,RUB,2024-12-25,2025-03-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001468,other_liability,60303,2041778.555089418,RUB,2024-12-05,2026-05-04,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001469,other_liability,60302,6432016.160526892,RUB,2024-09-11,2025-12-30,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001470,other_liability,60401,503632.1105941356,RUB,2024-11-13,2025-11-09,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001471,other_liability,60401,500000.0,RUB,2024-11-06,2025-10-20,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001472,other_liability,60303,500000.0,RUB,2024-12-27,2025-11-10,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001473,other_liability,60303,500000.0,RUB,2024-11-21,2026-03-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001474,other_liability,60302,1253493.4746444223,RUB,2024-12-28,2025-02-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001475,other_liability,60401,13605503.643094491,RUB,2024-12-31,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001476,other_liability,60401,193830002.62896702,RUB,2024-11-20,2025-09-07,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001477,other_liability,60401,28646742.097401038,RUB,2024-12-20,2026-05-08,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001478,other_liability,60401,171224.7937621324,RUB,2024-12-28,2025-01-26,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001479,other_liability,60303,1615871.739245932,RUB,2024-12-27,2025-01-13,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001480,other_liability,60302,419418.45569964265,RUB,2024-11-16,2025-08-01,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001481,other_liability,60302,5494256.800967518,RUB,2024-12-30,2025-01-20,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001482,other_liability,60401,978.7746956529141,USD,2024-12-25,2025-02-06,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001483,other_liability,60303,18390.99326871235,USD,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001484,other_liability,60302,5813241.727504077,RUB,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001485,other_liability,60401,14447667.56041783,RUB,2024-09-20,2025-11-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001486,other_liability,60401,5045644.440799016,RUB,2024-12-29,2025-01-25,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001487,other_liability,60401,7181503.064533122,RUB,2024-12-23,2025-02-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001488,other_liability,60303,14301765.377795963,RUB,2024-12-03,2025-06-10,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001489,other_liability,60401,334956.3943187878,RUB,2024-12-31,2025-01-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001490,other_liability,60302,349936.62429445435,RUB,2024-12-31,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001491,other_liability,60401,13264257.119811926,RUB,2024-12-25,2025-01-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001492,other_liability,60302,1806401.4988863424,RUB,2024-12-29,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001493,other_liability,60401,1681728.1479667244,RUB,2024-12-10,2025-09-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001494,other_liability,60303,26620204.3930535,RUB,2024-12-23,2025-08-07,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001495,other_liability,60303,10544910.331885876,RUB,2024-12-08,2025-03-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001496,other_liability,60302,5525028.197985466,RUB,2024-12-30,2025-02-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001497,other_liability,60303,110162226.96999791,RUB,2024-12-13,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001498,other_liability,60302,807630.340865416,RUB,2024-12-31,2025-01-18,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001499,other_liability,60401,328258.94624831586,RUB,2024-12-31,2025-01-21,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001500,other_liability,60303,24345117.88223454,RUB,2024-12-27,2025-03-13,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001501,other_liability,60303,479764.0389608799,RUB,2024-10-27,2025-06-19,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001502,other_liability,60303,2000000000.0,RUB,2024-11-22,2025-08-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001503,other_liability,60303,972141.0077559082,RUB,2024-12-30,2025-03-24,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001504,other_liability,60401,45431816.05563781,RUB,2024-12-20,2025-02-16,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001505,other_liability,60401,368544.71802965656,RUB,2024-12-29,2025-02-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001506,other_liability,60401,21136578.799113933,RUB,2024-12-22,2025-03-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001507,other_liability,60302,10385220.563454375,RUB,2024-12-26,2025-02-05,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001508,other_liability,60401,3673147.208934174,RUB,2024-12-26,2025-02-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001509,other_liability,60302,3908116.074991564,RUB,2024-12-28,2025-01-24,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001510,other_liability,60401,2504114.1673936644,RUB,2024-10-20,2025-09-28,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001511,other_liability,60401,3968326.6461821166,RUB,2024-12-26,2025-03-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001512,other_liability,60303,126609.94986999183,RUB,2024-12-18,2025-02-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001513,other_liability,60303,8293358.575097852,RUB,2024-11-23,2025-07-14,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001514,other_liability,60401,11359352.802388204,RUB,2024-10-09,2026-05-13,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001515,other_liability,60302,3262627.0567093994,RUB,2024-12-31,2025-01-03,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001516,other_liability,60401,13184789.488724675,RUB,2024-12-12,2025-02-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001517,other_liability,60401,210473.17551931832,RUB,2024-12-30,2025-02-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001518,other_liability,60303,16246677.030807206,RUB,2024-12-16,2025-10-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001519,other_liability,60302,18290917.93682184,RUB,2024-12-21,2025-07-29,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001520,other_liability,60401,410511.8752401731,RUB,2024-12-30,2025-01-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001521,other_liability,60303,1785589.5660513414,RUB,2024-12-11,2025-02-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001522,other_liability,60401,17949.518431529854,USD,2024-12-29,2025-01-21,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001523,other_liability,60302,10569997.826674921,RUB,2024-12-18,2025-02-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001524,other_liability,60303,12188.329794363373,USD,2024-09-12,2025-12-13,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001525,other_liability,60401,9366.996331650133,USD,2024-12-27,2025-01-24,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001526,other_liability,60401,4339034.13182501,RUB,2024-07-26,2026-01-10,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001527,other_liability,60303,51093666.42319595,RUB,2024-09-28,2025-08-09,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001528,other_liability,60401,759980.1433111011,RUB,2024-12-31,2025-01-04,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001529,other_liability,60302,470011.8725494941,RUB,2024-12-17,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001530,other_liability,60303,500000.0,RUB,2024-12-12,2025-08-29,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001531,other_liability,60303,12119235.774536652,RUB,2024-11-17,2025-07-14,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001532,other_liability,60401,415822.4778401893,RUB,2024-12-31,2025-03-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001533,other_liability,60303,4127851.872553645,RUB,2024-09-05,2025-11-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001534,other_liability,60303,51674909.7548883,RUB,2024-11-25,2026-03-10,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001535,other_liability,60302,32182162.040259603,RUB,2024-09-25,2026-07-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001536,other_liability,60303,1517953.8989971844,RUB,2024-12-29,2025-01-25,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001537,other_liability,60302,412563.7308816484,RUB,2024-12-26,2025-01-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001538,other_liability,60302,69588430.89843859,RUB,2024-12-29,2025-02-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001539,other_liability,60401,266513.66253116954,RUB,2024-12-09,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001540,other_liability,60401,92139.35140742124,RUB,2024-12-31,2025-03-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001541,other_liability,60302,5040121.550091375,RUB,2024-11-07,2026-04-10,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001542,other_liability,60303,44448.62818214762,RUB,2024-12-07,2026-05-09,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001543,other_liability,60302,3828367.2013653084,RUB,2024-12-30,2025-01-05,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001544,other_liability,60401,2532833.401412839,RUB,2024-12-21,2025-02-15,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001545,other_liability,60401,1458572.6461187964,RUB,2024-11-13,2025-05-24,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001546,other_liability,60303,195997.9939358428,RUB,2024-12-31,2025-01-05,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001547,other_liability,60303,266349.1671610092,RUB,2024-12-10,2025-07-11,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001548,other_liability,60302,500000.0,RUB,2024-11-05,2026-08-25,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001549,other_liability,60302,13220659.436961565,RUB,2024-12-12,2026-11-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001550,other_liability,60303,22648038.45178268,RUB,2024-12-15,2026-04-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001551,other_liability,60303,1684107.3431960158,RUB,2024-12-23,2025-01-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001552,other_liability,60302,13785743.4859724,RUB,2024-11-14,2025-07-05,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001553,other_liability,60302,2583120.1489858045,RUB,2024-12-26,2025-02-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001554,other_liability,60302,53429200.65207528,RUB,2024-12-25,2026-03-14,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001555,other_liability,60401,5950518.592490763,RUB,2024-12-31,2025-01-04,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001556,other_liability,60302,1393503.3518561653,RUB,2024-12-28,2026-03-04,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001557,other_liability,60303,1663197.068278858,RUB,2024-12-26,2025-01-24,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001558,other_liability,60401,8346086.86745987,RUB,2024-11-01,2026-03-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001559,other_liability,60302,3944642.8977948013,RUB,2024-11-08,2025-06-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001560,other_liability,60401,50000.0,RUB,2024-12-29,2025-01-25,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001561,other_liability,60401,471790834.1418924,RUB,2024-10-23,2025-08-04,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001562,other_liability,60302,186091.77724549046,RUB,2024-12-28,2025-01-23,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001563,other_liability,60302,129858.84798400966,RUB,2024-12-31,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001564,other_liability,60303,5351135.069079789,RUB,2024-12-29,2025-01-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001565,other_liability,60302,547588.7108563466,RUB,2024-11-17,2026-04-12,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001566,other_liability,60303,9480216.431437446,RUB,2024-09-14,2026-08-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001567,other_liability,60302,853333.9869422985,RUB,2024-12-29,2025-01-13,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001568,other_liability,60302,371550.73660901806,RUB,2024-12-31,2025-01-14,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001569,other_liability,60302,16718098.55364966,RUB,2024-10-28,2025-06-07,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001570,other_liability,60302,6500034.1642777035,RUB,2024-12-06,2026-01-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001571,other_liability,60303,6132973.30484987,RUB,2024-12-31,2025-01-05,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001572,other_liability,60401,2407552.8791786693,RUB,2024-10-31,2026-06-09,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001573,other_liability,60401,265359.14330721495,RUB,2024-12-29,2025-01-24,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001574,other_liability,60303,1711348.5542775923,RUB,2024-12-24,2025-01-30,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001575,other_liability,60303,78556222.84609033,RUB,2024-12-26,2025-01-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001576,other_liability,60303,722195.0849257953,RUB,2024-12-31,2026-07-13,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001577,other_liability,60302,1199701.7125000425,RUB,2024-12-21,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001578,other_liability,60303,19733263.747159183,RUB,2024-11-24,2025-08-08,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001579,other_liability,60401,500000.0,RUB,2024-11-08,2025-07-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001580,other_liability,60302,4433922.6212599315,RUB,2024-12-11,2026-05-03,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001581,other_liability,60303,19357165.62309438,RUB,2024-10-25,2026-03-30,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001582,other_liability,60303,803733.8009777499,RUB,2024-12-31,2025-02-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001583,other_liability,60302,24282550.42249762,RUB,2024-12-25,2025-03-24,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001584,other_liability,60401,5009120.249212573,RUB,2024-12-30,2025-01-11,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001585,other_liability,60303,4009999.685453254,RUB,2024-12-31,2025-01-01,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00001586,other_liability,60401,175663.6431084275,RUB,2024-12-28,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001587,other_liability,60302,2628596.7892603064,RUB,2024-09-26,2025-08-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001588,other_liability,60302,8353230.212610379,RUB,2024-08-05,2026-01-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001589,other_liability,60303,10636984.166741816,RUB,2024-12-13,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001590,other_liability,60302,719995.5269778664,RUB,2024-12-09,2025-06-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001591,other_liability,60302,658434.7760267777,RUB,2024-12-31,2025-01-04,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001592,other_liability,60303,634037.6787957578,RUB,2024-12-31,2025-03-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001593,other_liability,60303,46196202.040525585,RUB,2024-09-26,2026-01-31,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001594,other_liability,60401,3494633.7533402066,RUB,2024-12-24,2025-02-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001595,other_liability,60302,9427731.174106255,RUB,2024-12-16,2025-02-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001596,other_liability,60303,4043311.94073068,RUB,2024-07-14,2026-05-04,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001597,other_liability,60302,47491408.242879115,RUB,2024-12-21,2025-02-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001598,other_liability,60401,954153.9368495061,RUB,2024-11-11,2025-10-31,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001599,other_liability,60401,35672970.82704847,RUB,2024-12-29,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001600,other_liability,60303,1451.7989041601716,USD,2024-12-30,2025-01-08,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001601,other_liability,60401,500000.0,RUB,2024-11-29,2026-03-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001602,other_liability,60302,2307010.287836818,RUB,2024-12-18,2025-02-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001603,other_liability,60302,500000.0,RUB,2024-12-21,2025-12-13,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001604,other_liability,60303,3789355.61706969,RUB,2024-12-31,2025-02-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001605,other_liability,60401,135946900.24683532,RUB,2024-12-20,2025-11-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001606,other_liability,60401,23840445.512956474,RUB,2024-08-01,2026-03-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001607,other_liability,60303,8417624.777361764,RUB,2024-12-24,2025-02-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001608,other_liability,60401,93571321.16874504,RUB,2024-12-26,2025-10-09,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001609,other_liability,60302,677926.2346330718,RUB,2024-12-28,2025-01-11,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001610,other_liability,60401,47321.55441704993,USD,2024-12-31,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001611,other_liability,60303,33190621.686181635,RUB,2024-12-30,2025-02-11,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001612,other_liability,60401,131762.97623444677,RUB,2024-12-28,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001613,other_liability,60401,5898689.061110235,RUB,2024-12-31,2025-03-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001614,other_liability,60303,1854008.8044468546,RUB,2024-10-24,2026-01-31,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00001615,other_liability,60303,565813.132697219,RUB,2024-12-27,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001616,other_liability,60302,692973.9986088087,RUB,2024-10-14,2026-09-06,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001617,other_liability,60302,1624153.8344000455,RUB,2024-12-24,2025-01-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001618,other_liability,60401,86463.97425472963,RUB,2024-11-15,2025-07-07,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00001619,other_liability,60401,1242844.422424229,RUB,2024-12-08,2025-02-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001620,other_liability,60303,854753.7723603857,RUB,2024-12-30,2025-01-22,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00001621,other_liability,60401,1443912.4772351168,RUB,2024-06-29,2026-06-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00001622,other_liability,60401,7164106.817669258,RUB,2024-12-25,2025-02-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00001623,other_liability,60302,189881.8516224351,RUB,2024-12-29,2025-01-24,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
